Affinity Row ID,Organization Id,Name,Website,Coverage status,People,Status,Sector,Sub-sector,Investment Manager,Description,Primary Owner,Deal Team,Priority,Investors,Source Name,Source Type,Date Added,Time in Current Status,Investment Stage,AIN PoV,Potential Outlier-Investor flag,Pipeline Type
row_508,org_00508,NeoNodeApp,useneonodeapp.so,Inactive,297,Passed,Cybersecurity,Infrastructure,John Smith,Innovative company focused on ML solutions,Team A,Alpha,Low,a16z,Internal,Direct,2025-03-28,176,Series B,Neutral,No,Strategic
row_509,org_00509,Shift,shift.com,Active,79,Lead,SaaS,B2C,Emma Davis,Innovative company focused on AI solutions,Team B,Alpha,Medium,Sequoia,External Referral,Direct,2024-10-21,10,Series C,Positive,No,Fast Track
row_510,org_00510,SparkHQ,sparkhq.com,Pending,330,Lead,AI/ML,B2B,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Beta,Medium,"Sequoia, GV, a16z",Conference,Referral,2024-12-16,117,Series A,Negative,No,Strategic
row_511,org_00511,CloudFlow,trycloudflow.so,Inactive,150,Due Diligence,HealthTech,B2C,John Smith,Innovative company focused on security solutions,Team A,Gamma,Medium,"YC, GV, YC",Conference,Referral,2025-03-10,24,Growth,Negative,Yes,Strategic
row_512,org_00512,MetaScale,trymetascale.com,Pending,132,Closed,AI/ML,B2C,John Smith,Innovative company focused on security solutions,Team C,Beta,Medium,Sequoia,External Referral,Referral,2025-01-22,175,Seed,Under Review,No,Fast Track
row_513,org_00513,Stack,usestack.dev,Active,345,Due Diligence,Cybersecurity,Infrastructure,John Smith,Innovative company focused on analytics solutions,Team A,Alpha,High,"Accel, a16z, Accel",Research,Indirect,2024-12-08,39,Growth,Negative,No,Fast Track
row_514,org_00514,LinkTech,linktech.tech,Active,46,Closed,Cybersecurity,Consumer,Emma Davis,Innovative company focused on security solutions,Team B,Delta,Medium,YC,Research,Indirect,2024-06-26,66,Series C,Positive,No,Fast Track
row_515,org_00515,StreamCloud,streamcloud.so,Active,360,In Discussion,Cybersecurity,B2B,Michael Chen,Innovative company focused on AI solutions,Team B,Gamma,Low,"a16z, a16z, YC",Conference,Referral,2024-09-25,6,Series B,Negative,No,Fast Track
row_516,org_00516,Deel,deel.com,Pending,45,In Discussion,AI/ML,Infrastructure,Emma Davis,Innovative company focused on ML solutions,Team C,Beta,Medium,"Accel, Sequoia, GV",Research,Referral,2025-05-20,21,Series B,Neutral,Yes,Fast Track
row_517,org_00517,Scale,scale.com,Pending,426,Passed,Cybersecurity,B2C,Sarah Johnson,Innovative company focused on AI solutions,Team A,Gamma,Medium,Sequoia,Conference,Direct,2024-10-24,73,Series A,Under Review,Yes,Fast Track
row_518,org_00518,MetaStreamWorks,metastreamworks.com,Active,38,Closed,SaaS,B2C,Sarah Johnson,Innovative company focused on ML solutions,Team A,Delta,Low,Sequoia,Conference,Direct,2024-11-15,74,Series C,Positive,Yes,Standard
row_519,org_00519,WaveWorks,trywaveworks.com,Pending,21,Passed,Cybersecurity,Consumer,Sarah Johnson,Innovative company focused on security solutions,Team A,Beta,Medium,"GV, Sequoia, a16z",External Referral,Indirect,2025-02-17,36,Growth,Positive,Yes,Strategic
row_520,org_00520,Okta,okta.com,Active,169,Lead,FinTech,B2B,Sarah Johnson,Innovative company focused on security solutions,Team B,Alpha,Medium,"a16z, YC, YC",Research,Indirect,2024-09-27,131,Series C,Negative,Yes,Strategic
row_521,org_00521,getMind,getmind.com,Active,157,Closed,AI/ML,B2B,John Smith,Innovative company focused on analytics solutions,Team A,Beta,Medium,"YC, YC",External Referral,Direct,2025-03-07,170,Series C,Neutral,No,Fast Track
row_522,org_00522,SmartGridOps,smartgridops.sh,Inactive,490,Due Diligence,FinTech,Enterprise,John Smith,Innovative company focused on analytics solutions,Team C,Gamma,High,"GV, Accel",Conference,Referral,2025-01-30,173,Series B,Under Review,Yes,Fast Track
row_523,org_00523,Force,force.com,Pending,382,Lead,Cybersecurity,B2B,Emma Davis,Innovative company focused on AI solutions,Team B,Gamma,Medium,"a16z, Sequoia, a16z",Conference,Direct,2025-02-11,44,Growth,Positive,Yes,Standard
row_524,org_00524,CodeOps,codeops.dev,Active,80,Lead,SaaS,Consumer,Michael Chen,Innovative company focused on security solutions,Team B,Gamma,Low,a16z,Conference,Indirect,2025-01-18,91,Seed,Under Review,No,Standard
row_525,org_00525,HubSpot,hubspot.com,Active,91,Due Diligence,HealthTech,Enterprise,Sarah Johnson,Innovative company focused on security solutions,Team A,Gamma,Low,Accel,Internal,Indirect,2024-09-30,161,Series B,Negative,No,Fast Track
row_526,org_00526,SmartStack,trysmartstack.dev,Pending,121,Lead,CleanTech,Enterprise,Emma Davis,Innovative company focused on security solutions,Team C,Alpha,Medium,,Internal,Direct,2024-12-20,60,Growth,Neutral,Yes,Standard
row_527,org_00527,Workday,workday.com,Inactive,366,Closed,CleanTech,B2C,John Smith,Innovative company focused on security solutions,Team B,Beta,Medium,"a16z, Accel, a16z",Internal,Direct,2025-01-05,93,Series A,Negative,Yes,Standard
row_528,org_00528,LinkLabs,linklabs.com,Inactive,346,Passed,Cybersecurity,B2C,John Smith,Innovative company focused on ML solutions,Team B,Alpha,Medium,"a16z, a16z",External Referral,Direct,2024-06-06,83,Series B,Under Review,No,Fast Track
row_529,org_00529,PulseLabs,pulselabs.com,Active,473,Lead,SaaS,B2B,Michael Chen,Innovative company focused on cloud solutions,Team A,Alpha,Low,,Conference,Indirect,2024-06-26,83,Series A,Negative,Yes,Fast Track
row_530,org_00530,NeoSpace,joinneospace.xyz,Pending,31,Closed,AI/ML,Enterprise,Michael Chen,Innovative company focused on cloud solutions,Team A,Alpha,Low,"Sequoia, a16z",Research,Referral,2025-03-28,77,Series B,Under Review,No,Fast Track
row_531,org_00531,getStream,getstream.com,Inactive,317,In Discussion,FinTech,B2C,Michael Chen,Innovative company focused on AI solutions,Team C,Gamma,High,"Sequoia, YC, a16z",External Referral,Direct,2024-10-26,26,Series C,Positive,No,Fast Track
row_532,org_00532,GridHQ,gridhq.com,Pending,291,Closed,FinTech,Consumer,Emma Davis,Innovative company focused on cloud solutions,Team A,Gamma,High,,External Referral,Indirect,2024-09-06,21,Growth,Positive,Yes,Strategic
row_533,org_00533,Retool,retool.com,Pending,138,Passed,FinTech,B2C,John Smith,Innovative company focused on cloud solutions,Team C,Gamma,High,"GV, GV, Accel",External Referral,Indirect,2024-07-18,120,Series A,Negative,Yes,Strategic
row_534,org_00534,getSignal,usegetsignal.com,Active,223,Closed,AI/ML,B2C,John Smith,Innovative company focused on security solutions,Team B,Beta,Low,"Accel, Accel",Research,Indirect,2024-07-29,130,Series B,Positive,Yes,Fast Track
row_535,org_00535,NextWave,nextwave.com,Inactive,172,Due Diligence,CleanTech,Enterprise,Michael Chen,Innovative company focused on cloud solutions,Team C,Delta,High,Sequoia,Conference,Direct,2024-06-20,175,Series A,Under Review,No,Standard
row_536,org_00536,Zendesk,zendesk.com,Active,102,Passed,SaaS,Enterprise,Sarah Johnson,Innovative company focused on ML solutions,Team C,Gamma,Medium,Sequoia,Internal,Direct,2025-05-15,108,Series B,Positive,No,Fast Track
row_537,org_00537,CloudSignal,cloudsignal.app,Inactive,272,In Discussion,AI/ML,Infrastructure,Michael Chen,Innovative company focused on analytics solutions,Team C,Beta,Medium,"Accel, GV, YC",Conference,Referral,2024-08-19,158,Series B,Neutral,Yes,Strategic
row_538,org_00538,DriftCloud,driftcloud.app,Inactive,241,Due Diligence,FinTech,Consumer,Emma Davis,Innovative company focused on security solutions,Team B,Gamma,Low,"Accel, GV, GV",Conference,Indirect,2025-02-24,27,Seed,Neutral,Yes,Standard
row_539,org_00539,SphereHQ,joinspherehq.com,Inactive,313,Closed,Cybersecurity,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team A,Gamma,High,"a16z, a16z, Sequoia",External Referral,Direct,2024-09-25,71,Seed,Negative,Yes,Strategic
row_540,org_00540,SpaceHQ,spacehq.so,Inactive,459,Passed,HealthTech,B2B,Michael Chen,Innovative company focused on ML solutions,Team B,Alpha,Medium,,External Referral,Indirect,2025-03-19,148,Seed,Negative,No,Fast Track
row_541,org_00541,DocuSign,docusign.com,Inactive,398,In Discussion,AI/ML,Consumer,Emma Davis,Innovative company focused on AI solutions,Team A,Alpha,Low,"YC, YC",External Referral,Indirect,2025-01-20,50,Series A,Negative,No,Strategic
row_542,org_00542,PulseAI,pulseai.ai,Pending,177,Due Diligence,AI/ML,Consumer,Michael Chen,Innovative company focused on analytics solutions,Team C,Alpha,High,"GV, GV",Internal,Referral,2024-12-13,95,Series C,Negative,No,Strategic
row_543,org_00543,ScaleHQ,scalehq.com,Active,405,In Discussion,SaaS,Enterprise,John Smith,Innovative company focused on ML solutions,Team C,Beta,Medium,,Internal,Direct,2024-06-06,23,Series B,Under Review,Yes,Strategic
row_544,org_00544,ForceHub,forcehub.com,Pending,414,Closed,SaaS,Consumer,Sarah Johnson,Innovative company focused on security solutions,Team C,Delta,High,a16z,Internal,Direct,2024-11-15,141,Growth,Under Review,No,Standard
row_545,org_00545,Signal,getsignal.com,Inactive,473,In Discussion,AI/ML,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team C,Delta,Low,"GV, YC, YC",Conference,Indirect,2024-10-30,81,Seed,Neutral,No,Strategic
row_546,org_00546,SphereLabs,spherelabs.com,Active,480,Lead,FinTech,B2C,Emma Davis,Innovative company focused on security solutions,Team C,Beta,High,"a16z, YC, a16z",External Referral,Indirect,2024-11-08,132,Series A,Under Review,Yes,Standard
row_547,org_00547,Twilio,twilio.com,Inactive,194,Due Diligence,HealthTech,Infrastructure,Sarah Johnson,Innovative company focused on AI solutions,Team A,Gamma,Low,Accel,Research,Referral,2025-03-22,142,Series A,Positive,No,Fast Track
row_548,org_00548,WaveLabs,wavelabs.com,Active,126,In Discussion,SaaS,B2C,Emma Davis,Innovative company focused on ML solutions,Team A,Beta,High,"a16z, a16z",Conference,Referral,2025-05-24,20,Series A,Neutral,Yes,Fast Track
row_549,org_00549,DataShiftLabs,datashiftlabs.tech,Pending,50,Closed,FinTech,Enterprise,Sarah Johnson,Innovative company focused on security solutions,Team C,Gamma,Medium,"a16z, YC, Sequoia",Internal,Referral,2024-08-21,124,Growth,Negative,No,Strategic
row_550,org_00550,CyberMind,cybermind.ai,Active,68,Closed,Cybersecurity,Enterprise,Sarah Johnson,Innovative company focused on AI solutions,Team B,Beta,Low,"GV, a16z, a16z",Research,Referral,2024-09-21,13,Growth,Negative,Yes,Standard
row_551,org_00551,DriftLabs,driftlabs.com,Active,134,In Discussion,SaaS,B2C,Michael Chen,Innovative company focused on security solutions,Team B,Beta,Low,Sequoia,Research,Referral,2025-05-23,3,Seed,Under Review,Yes,Fast Track
row_552,org_00552,ShiftBase,shiftbase.com,Active,314,Closed,FinTech,B2B,John Smith,Innovative company focused on ML solutions,Team C,Beta,Low,Accel,External Referral,Referral,2025-03-18,175,Growth,Neutral,No,Standard
row_553,org_00553,Splunk,splunk.com,Active,367,Passed,FinTech,B2B,Michael Chen,Innovative company focused on analytics solutions,Team A,Delta,High,"Sequoia, a16z",Research,Indirect,2024-12-14,131,Seed,Under Review,Yes,Standard
row_554,org_00554,Force,force.com,Active,197,Passed,HealthTech,B2B,Emma Davis,Innovative company focused on AI solutions,Team B,Alpha,High,Sequoia,Internal,Referral,2025-02-28,129,Growth,Under Review,No,Strategic
row_555,org_00555,SmartSphereBase,smartspherebase.com,Inactive,311,Passed,HealthTech,Enterprise,Emma Davis,Innovative company focused on analytics solutions,Team B,Beta,Medium,,External Referral,Indirect,2024-08-02,90,Growth,Under Review,Yes,Strategic
row_556,org_00556,SphereHQ,spherehq.com,Active,185,Lead,Cybersecurity,Consumer,Sarah Johnson,Innovative company focused on AI solutions,Team B,Delta,Low,,Research,Indirect,2024-09-04,152,Growth,Neutral,Yes,Standard
row_557,org_00557,CodeAI,codeai.ai,Active,296,In Discussion,FinTech,Enterprise,Sarah Johnson,Innovative company focused on analytics solutions,Team C,Alpha,Low,"GV, YC, Accel",External Referral,Direct,2024-12-07,35,Seed,Negative,Yes,Standard
row_558,org_00558,Snowflake,snowflake.com,Pending,375,Lead,CleanTech,Consumer,John Smith,Innovative company focused on AI solutions,Team B,Alpha,High,"GV, Accel, Sequoia",Research,Indirect,2025-04-01,14,Series B,Positive,No,Strategic
row_559,org_00559,Shift,shift.com,Active,286,Closed,FinTech,B2C,Michael Chen,Innovative company focused on ML solutions,Team B,Beta,High,,Conference,Indirect,2025-01-23,141,Seed,Negative,Yes,Standard
row_560,org_00560,SmartChainWorks,trysmartchainworks.ai,Pending,33,Lead,HealthTech,Infrastructure,Emma Davis,Innovative company focused on AI solutions,Team B,Gamma,Medium,"a16z, Accel, a16z",Conference,Referral,2024-06-26,175,Series B,Neutral,Yes,Strategic
row_561,org_00561,ForceCloud,forcecloud.xyz,Inactive,153,Closed,CleanTech,Consumer,Sarah Johnson,Innovative company focused on AI solutions,Team B,Gamma,Medium,"Sequoia, YC",Internal,Indirect,2024-09-05,50,Series A,Negative,No,Standard
row_562,org_00562,Linear,linear.app,Active,271,Closed,SaaS,B2B,John Smith,Innovative company focused on analytics solutions,Team A,Gamma,High,"GV, Sequoia, YC",Conference,Referral,2024-07-20,78,Series A,Negative,Yes,Strategic
row_563,org_00563,GridHQ,gridhq.com,Pending,300,Due Diligence,SaaS,Enterprise,Emma Davis,Innovative company focused on security solutions,Team C,Beta,Low,,Conference,Referral,2024-07-07,154,Seed,Positive,Yes,Standard
row_564,org_00564,SparkAI,sparkai.ai,Pending,15,Passed,AI/ML,B2C,Sarah Johnson,Innovative company focused on AI solutions,Team C,Gamma,Medium,"YC, GV",Conference,Referral,2024-06-28,3,Series B,Negative,Yes,Strategic
row_565,org_00565,DriftAI,driftai.io,Inactive,168,Closed,HealthTech,B2B,Emma Davis,Innovative company focused on AI solutions,Team A,Delta,High,,Research,Direct,2025-02-15,179,Series B,Negative,Yes,Standard
row_566,org_00566,Mind,mind.com,Active,117,Due Diligence,AI/ML,B2C,John Smith,Innovative company focused on analytics solutions,Team A,Delta,High,,Research,Referral,2024-09-04,40,Series B,Negative,No,Fast Track
row_567,org_00567,getSpark,getspark.com,Active,191,Passed,CleanTech,Infrastructure,John Smith,Innovative company focused on analytics solutions,Team C,Delta,Low,"a16z, GV, GV",External Referral,Indirect,2024-12-18,164,Series A,Under Review,Yes,Fast Track
row_568,org_00568,Rippling,rippling.com,Pending,299,Closed,HealthTech,Enterprise,Emma Davis,Innovative company focused on AI solutions,Team B,Delta,High,,Research,Referral,2024-12-06,51,Seed,Neutral,Yes,Standard
row_569,org_00569,Carta,carta.com,Active,236,Closed,Cybersecurity,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team B,Alpha,High,Accel,Conference,Referral,2025-04-07,1,Series C,Neutral,No,Fast Track
row_570,org_00570,Gusto,gusto.com,Pending,231,Lead,FinTech,Infrastructure,Emma Davis,Innovative company focused on AI solutions,Team C,Delta,Medium,"a16z, YC, Sequoia",Research,Referral,2025-03-17,104,Series B,Positive,Yes,Standard
row_571,org_00571,SignalAI,signalai.ai,Active,314,Lead,Cybersecurity,Enterprise,Sarah Johnson,Innovative company focused on security solutions,Team B,Gamma,High,Accel,Internal,Direct,2025-04-04,161,Series B,Under Review,Yes,Standard
row_572,org_00572,ServiceNow,servicenow.com,Pending,102,Passed,CleanTech,Consumer,Michael Chen,Innovative company focused on AI solutions,Team A,Beta,High,,External Referral,Indirect,2025-02-03,135,Series C,Under Review,No,Fast Track
row_573,org_00573,Datadog,datadoghq.com,Active,59,Closed,HealthTech,B2C,Sarah Johnson,Innovative company focused on ML solutions,Team B,Gamma,Medium,"GV, Sequoia, GV",External Referral,Direct,2024-11-09,117,Seed,Negative,No,Standard
row_574,org_00574,AILinkApp,ailinkapp.ai,Inactive,115,In Discussion,CleanTech,B2B,Emma Davis,Innovative company focused on AI solutions,Team B,Delta,Low,GV,Research,Indirect,2025-05-01,116,Series B,Neutral,No,Strategic
row_575,org_00575,Grid,trygrid.com,Active,156,Lead,FinTech,Infrastructure,Michael Chen,Innovative company focused on ML solutions,Team B,Alpha,Low,"a16z, Sequoia",Conference,Direct,2025-03-26,52,Seed,Positive,No,Standard
row_576,org_00576,Mercury,mercury.com,Active,250,Passed,SaaS,Consumer,Sarah Johnson,Innovative company focused on cloud solutions,Team C,Delta,Medium,YC,External Referral,Indirect,2025-05-18,120,Series B,Under Review,Yes,Standard
row_577,org_00577,QuantumForce,quantumforce.com,Inactive,410,Closed,SaaS,B2B,Emma Davis,Innovative company focused on analytics solutions,Team A,Beta,Medium,,Internal,Direct,2025-05-15,139,Growth,Negative,No,Fast Track
row_578,org_00578,ScaleHQ,scalehq.com,Active,73,Closed,CleanTech,B2B,Emma Davis,Innovative company focused on security solutions,Team B,Gamma,Low,"YC, Sequoia, GV",Internal,Referral,2024-07-24,155,Series B,Positive,Yes,Strategic
row_579,org_00579,NodeHQ,usenodehq.com,Inactive,316,In Discussion,AI/ML,Infrastructure,Michael Chen,Innovative company focused on AI solutions,Team C,Beta,Low,Sequoia,External Referral,Direct,2025-03-27,142,Growth,Under Review,No,Standard
row_580,org_00580,SignalAI,signalai.io,Active,293,Passed,HealthTech,Consumer,Emma Davis,Innovative company focused on AI solutions,Team B,Beta,Low,GV,Conference,Direct,2024-11-01,86,Seed,Positive,Yes,Standard
row_581,org_00581,Wave,usewave.com,Pending,254,Closed,HealthTech,B2B,John Smith,Innovative company focused on security solutions,Team A,Beta,Low,,Conference,Referral,2024-12-25,46,Series B,Under Review,No,Standard
row_582,org_00582,CyberScale,cyberscale.ai,Pending,40,Lead,SaaS,B2B,Sarah Johnson,Innovative company focused on AI solutions,Team B,Gamma,Low,"YC, Sequoia, GV",Research,Referral,2025-02-22,76,Series A,Positive,No,Standard
row_583,org_00583,Twilio,twilio.com,Active,243,In Discussion,Cybersecurity,Consumer,Sarah Johnson,Innovative company focused on analytics solutions,Team A,Delta,Medium,,Research,Indirect,2024-11-10,10,Series A,Under Review,Yes,Standard
row_584,org_00584,Sphere,sphere.com,Active,152,Passed,FinTech,Enterprise,Emma Davis,Innovative company focused on analytics solutions,Team B,Beta,High,Sequoia,External Referral,Indirect,2025-01-10,152,Series C,Under Review,No,Standard
row_585,org_00585,getGrid,getgrid.com,Active,471,In Discussion,Cybersecurity,B2B,Emma Davis,Innovative company focused on ML solutions,Team A,Gamma,Low,"Accel, Sequoia",Research,Indirect,2025-04-08,61,Series A,Positive,No,Strategic
row_586,org_00586,Dropbox,dropbox.com,Pending,231,Lead,Cybersecurity,B2C,John Smith,Innovative company focused on AI solutions,Team B,Alpha,Low,"Sequoia, a16z",Research,Direct,2025-03-13,18,Growth,Under Review,No,Strategic
row_587,org_00587,MindAI,mindai.ai,Active,248,Passed,CleanTech,Consumer,Michael Chen,Innovative company focused on analytics solutions,Team A,Gamma,High,"Sequoia, Accel",Research,Indirect,2024-09-08,86,Series A,Under Review,Yes,Standard
row_588,org_00588,GitLab,gitlab.com,Pending,495,In Discussion,SaaS,B2B,Emma Davis,Innovative company focused on cloud solutions,Team B,Alpha,High,,Internal,Direct,2024-11-29,137,Series A,Under Review,No,Standard
row_589,org_00589,getCode,getcode.io,Inactive,341,Due Diligence,SaaS,Infrastructure,Emma Davis,Innovative company focused on security solutions,Team B,Gamma,High,,Research,Direct,2025-05-29,145,Series A,Positive,No,Fast Track
row_590,org_00590,SignalLabs,signallabs.com,Pending,450,Lead,SaaS,B2C,Emma Davis,Innovative company focused on security solutions,Team C,Delta,High,,External Referral,Indirect,2024-06-16,128,Series B,Positive,Yes,Strategic
row_591,org_00591,Anthropic,anthropic.com,Pending,369,Lead,CleanTech,B2B,Emma Davis,Innovative company focused on analytics solutions,Team C,Beta,High,"Accel, GV",Conference,Indirect,2024-06-19,104,Series C,Under Review,Yes,Strategic
row_592,org_00592,LinkWorks,linkworks.com,Inactive,495,Lead,AI/ML,B2C,Sarah Johnson,Innovative company focused on security solutions,Team A,Delta,High,"a16z, Sequoia",Research,Direct,2025-02-14,141,Seed,Under Review,No,Standard
row_593,org_00593,SmartSparkTech,smartsparktech.ai,Pending,486,Due Diligence,Cybersecurity,B2C,Emma Davis,Innovative company focused on AI solutions,Team B,Gamma,Medium,GV,Conference,Referral,2025-01-17,178,Series C,Positive,Yes,Strategic
row_594,org_00594,MindHQ,mindhq.com,Active,205,Due Diligence,CleanTech,Enterprise,Sarah Johnson,Innovative company focused on security solutions,Team A,Beta,High,Accel,Research,Referral,2025-04-14,101,Growth,Negative,Yes,Strategic
row_595,org_00595,LinkAI,linkai.io,Active,158,Closed,HealthTech,B2C,Emma Davis,Innovative company focused on cloud solutions,Team C,Alpha,High,"GV, a16z, Accel",External Referral,Direct,2025-04-14,6,Series B,Under Review,Yes,Fast Track
row_596,org_00596,Confluent,confluent.io,Pending,454,In Discussion,FinTech,Enterprise,Michael Chen,Innovative company focused on analytics solutions,Team A,Gamma,Medium,"GV, Accel, Accel",Internal,Indirect,2025-03-09,85,Series B,Negative,No,Fast Track
row_597,org_00597,FlowHQ,flowhq.com,Active,77,Closed,AI/ML,Consumer,John Smith,Innovative company focused on analytics solutions,Team A,Beta,High,Accel,External Referral,Direct,2025-03-28,51,Series A,Positive,No,Strategic
row_598,org_00598,Force,useforce.com,Pending,205,In Discussion,HealthTech,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team C,Alpha,Low,"YC, a16z, GV",Internal,Direct,2025-03-12,36,Series A,Under Review,Yes,Strategic
row_599,org_00599,Rippling,rippling.com,Active,300,Due Diligence,Cybersecurity,Infrastructure,Emma Davis,Innovative company focused on cloud solutions,Team B,Alpha,Low,,Research,Indirect,2025-04-23,71,Growth,Negative,No,Strategic
row_600,org_00600,Flow,flow.com,Active,21,Due Diligence,SaaS,B2B,Emma Davis,Innovative company focused on ML solutions,Team A,Delta,High,"a16z, a16z",Research,Referral,2024-10-28,100,Series B,Positive,Yes,Standard
row_601,org_00601,MindLabs,mindlabs.com,Pending,133,Closed,Cybersecurity,Consumer,Emma Davis,Innovative company focused on analytics solutions,Team C,Gamma,Medium,a16z,Internal,Direct,2025-04-08,25,Seed,Negative,No,Fast Track
row_602,org_00602,Twilio,twilio.com,Active,221,Passed,CleanTech,Consumer,Michael Chen,Innovative company focused on cloud solutions,Team B,Alpha,Low,,External Referral,Referral,2024-10-21,139,Series C,Neutral,Yes,Standard
row_603,org_00603,MongoDB,mongodb.com,Pending,65,Closed,FinTech,Infrastructure,Emma Davis,Innovative company focused on AI solutions,Team C,Beta,Medium,"GV, Sequoia",External Referral,Referral,2024-11-20,44,Series B,Positive,No,Fast Track
row_604,org_00604,MindHQ,mindhq.com,Active,431,In Discussion,CleanTech,Enterprise,Michael Chen,Innovative company focused on analytics solutions,Team A,Alpha,Low,"Accel, Accel",Internal,Indirect,2024-09-29,14,Seed,Neutral,Yes,Fast Track
row_605,org_00605,Shopify,shopify.com,Active,108,Closed,AI/ML,B2B,Sarah Johnson,Innovative company focused on security solutions,Team B,Alpha,High,,Research,Direct,2024-12-20,29,Seed,Positive,No,Fast Track
row_606,org_00606,getGrid,getgrid.com,Inactive,46,Lead,AI/ML,Enterprise,John Smith,Innovative company focused on cloud solutions,Team B,Delta,Medium,"a16z, Sequoia, a16z",Internal,Direct,2025-04-03,74,Series C,Positive,No,Strategic
row_607,org_00607,Datadog,datadoghq.com,Inactive,29,In Discussion,FinTech,B2C,John Smith,Innovative company focused on security solutions,Team C,Delta,Medium,"Sequoia, a16z, GV",Research,Referral,2024-09-14,50,Seed,Under Review,Yes,Fast Track
row_608,org_00608,StackTech,stacktech.ai,Pending,43,In Discussion,HealthTech,Enterprise,Michael Chen,Innovative company focused on security solutions,Team C,Beta,Medium,Accel,Internal,Referral,2025-02-12,5,Growth,Neutral,No,Standard
row_609,org_00609,getSpace,getgetspace.app,Inactive,295,Passed,HealthTech,Consumer,Sarah Johnson,Innovative company focused on AI solutions,Team C,Delta,Low,,Research,Indirect,2024-09-24,110,Seed,Neutral,No,Fast Track
row_610,org_00610,ChainAI,trychainai.io,Pending,135,Due Diligence,AI/ML,B2B,Michael Chen,Innovative company focused on cloud solutions,Team B,Alpha,Low,,Internal,Referral,2024-11-17,122,Growth,Neutral,No,Standard
row_611,org_00611,Link,getlink.com,Inactive,233,In Discussion,AI/ML,Enterprise,Sarah Johnson,Innovative company focused on security solutions,Team B,Alpha,Low,,Conference,Indirect,2024-12-08,88,Seed,Positive,No,Fast Track
row_612,org_00612,Flow,flow.com,Active,112,Due Diligence,SaaS,B2B,Emma Davis,Innovative company focused on AI solutions,Team A,Delta,High,,Research,Direct,2025-05-09,57,Series A,Neutral,No,Fast Track
row_613,org_00613,SphereAI,sphereai.tech,Pending,176,Closed,HealthTech,B2B,Sarah Johnson,Innovative company focused on AI solutions,Team B,Alpha,Low,"Sequoia, Accel, GV",External Referral,Indirect,2024-10-01,26,Seed,Neutral,No,Strategic
row_614,org_00614,getLink,getlink.com,Pending,439,Lead,FinTech,B2C,Sarah Johnson,Innovative company focused on analytics solutions,Team A,Alpha,High,"Sequoia, Sequoia",Internal,Referral,2025-05-16,6,Growth,Under Review,No,Standard
row_615,org_00615,NeoSignalHQ,neosignalhq.com,Active,482,Passed,HealthTech,B2C,Sarah Johnson,Innovative company focused on cloud solutions,Team C,Beta,Medium,GV,External Referral,Direct,2024-09-12,144,Seed,Negative,No,Fast Track
row_616,org_00616,FlowWorks,flowworks.com,Pending,106,Due Diligence,SaaS,Consumer,John Smith,Innovative company focused on AI solutions,Team C,Delta,Medium,YC,Internal,Indirect,2024-07-22,60,Seed,Negative,Yes,Fast Track
row_617,org_00617,ShiftLabs,joinshiftlabs.com,Pending,358,In Discussion,CleanTech,Infrastructure,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Alpha,High,"a16z, YC, GV",External Referral,Direct,2025-05-15,100,Seed,Neutral,No,Standard
row_618,org_00618,Notion,notion.so,Inactive,16,Due Diligence,AI/ML,B2B,Emma Davis,Innovative company focused on ML solutions,Team C,Delta,Low,"Sequoia, Sequoia",External Referral,Indirect,2025-02-18,12,Growth,Neutral,Yes,Fast Track
row_619,org_00619,ScaleHQ,usescalehq.com,Pending,279,In Discussion,AI/ML,Infrastructure,Emma Davis,Innovative company focused on ML solutions,Team C,Beta,High,GV,Internal,Referral,2024-10-10,75,Seed,Neutral,No,Strategic
row_620,org_00620,Spark,usespark.com,Active,105,Due Diligence,SaaS,Consumer,Emma Davis,Innovative company focused on analytics solutions,Team B,Delta,Medium,,Internal,Referral,2024-08-02,3,Series C,Neutral,Yes,Standard
row_621,org_00621,getSignal,getgetsignal.com,Inactive,48,In Discussion,FinTech,B2B,Sarah Johnson,Innovative company focused on AI solutions,Team A,Alpha,Medium,"a16z, GV",External Referral,Direct,2024-10-01,63,Series C,Negative,No,Strategic
row_622,org_00622,Stripe,stripe.com,Inactive,447,Closed,AI/ML,B2B,Michael Chen,Innovative company focused on security solutions,Team B,Delta,High,Sequoia,External Referral,Direct,2025-03-15,134,Growth,Under Review,Yes,Standard
row_623,org_00623,Stripe,stripe.com,Active,309,In Discussion,Cybersecurity,Infrastructure,Michael Chen,Innovative company focused on ML solutions,Team A,Alpha,Low,"Accel, Sequoia",External Referral,Direct,2025-01-05,19,Series A,Positive,Yes,Standard
row_624,org_00624,getLink,getlink.com,Active,449,In Discussion,AI/ML,Enterprise,Emma Davis,Innovative company focused on security solutions,Team B,Alpha,Low,GV,Research,Indirect,2025-05-25,18,Series C,Neutral,No,Standard
row_625,org_00625,Shift,shift.com,Inactive,21,Lead,Cybersecurity,B2C,John Smith,Innovative company focused on ML solutions,Team B,Alpha,High,,Research,Referral,2024-07-18,80,Series B,Neutral,Yes,Fast Track
